transaction_id,date,amount,customer_id,payment_method,merchant_id,location,device_type,transaction_type,transaction_status,merchant_category,currency,time_of_day,day_of_week,device_os,ip_address,customer_age,customer_gender,merchant_name,transaction_fee,customer_income,transaction_description,customer_zipcode,merchant_zipcode,is_fraud
7190820a-b3f2-45d5-830a-cef8615e82a4,2023-07-24,356.77981382916994,a8695628-9e16-4e1c-b083-089b78faf560,Debit Card,28b91f44-923a-43dd-b465-c89e6313062c,Karentown,Mobile,Purchase,Pending,Grocery,GBP,Night,Saturday,Windows,174.2.34.141,40,Male,"Burke, Mays and Hall",0.8258725070405066,62553.68211456444,Eye environment bank.,68783,98133,1
eb0c3c53-381d-441e-a27e-5d9905e601c5,2022-06-17,328.2009864541398,cca77efb-2397-440d-a350-fa00a6ebc7b8,PayPal,da6cc614-44be-438f-bf5b-7fd3fe6748bc,Jamesborough,Desktop,Purchase,Completed,Travel,EUR,Evening,Wednesday,iOS,175.32.51.183,26,Other,Kline-Stokes,0.7026537981918932,45050.84731488623,Fill success design expert.,65807,14657,0
6c4ddf11-4c85-4c23-a887-d34d79d2fc75,2022-08-02,29.006129499220528,02c6b9ca-b6be-4b1b-a9ca-5d5bbc3e136a,Cryptocurrency,d5a6fa9b-07a9-4b04-ba2f-cc1580821e00,Adamville,Desktop,Payment,Failed,Entertainment,USD,Afternoon,Friday,iOS,17.43.40.130,75,Male,Taylor Inc,1.1853721979840113,39255.12567783571,My for push action second base property.,71941,40129,0
90498467-64ed-40c1-8bf6-550397393946,2023-12-05,68.76592784638473,2fdd3026-0136-40f0-ab09-a9fe2b135e64,Bank Transfer,896a02be-7ddb-424a-ac38-2cbd9b9bc42e,Serranohaven,Tablet,Withdrawal,Pending,Travel,JPY,Afternoon,Friday,iOS,44.161.54.182,70,Other,Bennett-Higgins,1.9040847355280128,76488.55431851403,I skill newspaper participant.,43335,63752,0
f6ebaba2-3393-42dd-b56f-e00958380a08,2024-02-08,35.79304600790468,c176deb8-199f-428e-8e41-ecd24566cc41,PayPal,46b6876e-fa3c-4e03-87ff-f375cd674d11,West Tonya,Tablet,Withdrawal,Completed,Travel,AUD,Evening,Wednesday,MacOS,9.228.193.251,68,Female,Freeman Ltd,1.7286061662451921,48502.32046455004,Class low her moment artist or.,31717,48405,0
191805ee-bf76-40c7-8c8f-63baf2183b3c,2023-01-16,33.52496763810817,5b69ef98-6dea-4c1f-9209-77ad396e354b,Debit Card,db355cd1-2726-467c-a6b4-4e412d8bd5eb,Tylerport,Mobile,Payment,Failed,Entertainment,JPY,Evening,Sunday,Linux,75.144.113.47,66,Female,"Cooper, Goodwin and Nelson",0.22908933124023909,41968.164848535,Brother ability bring book various quality.,66444,43716,0
f3acbdc5-8dff-4a74-9ff2-f102e0540609,2022-12-06,3.758447776552253,c30f39dd-5fec-4c17-82b7-4fc7c45ecab8,Credit Card,00a6d346-9846-4a6e-97dc-1daea7eb14d8,Rachelberg,Tablet,Purchase,Completed,Travel,GBP,Morning,Sunday,MacOS,220.63.13.87,36,Other,"Munoz, Alexander and Taylor",0.4924898799464542,49780.944585840145,Protect opportunity example whole help value.,11184,15767,0
006a1253-82fe-417c-924e-d8ad9b163860,2022-06-14,94.04920709825932,14751015-3fe9-4755-97e4-41d18d769a61,PayPal,709617f2-0fba-45ea-9140-173082fb3f5a,Randyshire,Tablet,Purchase,Completed,Entertainment,JPY,Night,Thursday,iOS,196.134.11.172,49,Other,Griffin-Clark,0.014144101499587121,64827.71227401072,Article window international star support.,61043,02694,0
df2bdd53-49f3-403a-843c-48f8161dab69,2023-08-25,69.85196328296385,387f4962-c061-41dd-970a-d77b19e65b19,Cryptocurrency,55380f66-2b13-4f10-9f5e-fa442f09e11b,North Sandra,Tablet,Payment,Failed,Clothing,USD,Morning,Tuesday,MacOS,176.70.42.128,69,Female,"Harris, Morgan and Burnett",1.1530586917371584,61056.78764142966,Member feel situation author environment accept person.,93782,73252,0
255c9e9c-3b57-4974-a36b-22431488f43e,2024-04-22,5.285108738039248,dddbfb80-b594-48f0-aeb5-a6edae6ca516,Debit Card,fce905df-4a0b-45d4-a152-b09c27fb147c,East Paula,Mobile,Purchase,Pending,Clothing,JPY,Morning,Friday,MacOS,2.93.6.115,29,Female,"Paul, Calhoun and Dawson",2.9404640190773974,54518.193565203226,Figure watch full girl.,70424,98300,0
58d452cf-9591-4db5-83d6-79e2ffdf5492,2022-09-01,32.662592101036935,29ddbf35-5e16-4861-b8f0-a7614978ed52,Credit Card,1dc7fa65-bf8d-42df-8555-25ba5a7d6706,East Davidfort,Mobile,Transfer,Failed,Travel,AUD,Afternoon,Sunday,MacOS,168.62.179.49,19,Female,"Benitez, Alexander and Greer",1.069730945021339,41893.173294430344,Lead write maybe actually fall history soldier.,26734,40542,0
62269dbd-31db-4874-a412-e9b33fcbe317,2023-01-12,238.88609510893403,9b4c1fa4-994b-4186-a075-bd4c11c77c44,Bank Transfer,a97c7aa3-34bd-41d4-aa4b-369a12f20dfe,Lake Benjaminberg,Mobile,Purchase,Failed,Clothing,GBP,Night,Friday,Windows,21.211.57.7,53,Female,"Harris, Jones and Clayton",14.625203781837387,33140.43184663601,Yard or him international past.,47571,40616,1
3128504a-b393-4150-a2dd-f94a8910cb44,2022-06-19,27.386055214207705,465eb8b6-a203-476d-8fe5-a94ed0b30567,Debit Card,adc0e15d-0e9e-442f-b083-916e062ca45c,Stevenville,Tablet,Transfer,Failed,Travel,GBP,Evening,Monday,MacOS,106.81.58.3,38,Male,"Harris, Lowery and Delgado",2.7752898039413094,74084.18206610237,Stage stock including gas while fall though.,96305,29913,0
e995d087-43b5-4c1e-bf11-184f79ca609f,2022-12-09,15.653086098546975,f888c6f9-8aeb-4409-8464-2e0990dbe07e,Credit Card,1308984b-e8d8-4eac-866f-79df6a03d493,Lake Heatherview,Tablet,Withdrawal,Pending,Clothing,EUR,Evening,Friday,Linux,199.198.69.165,57,Female,Reid-Smith,0.9397320979951599,59809.86752325258,System condition hospital huge charge.,68580,47001,0
ce1bc4e4-e04d-4fb8-bcc8-2182c129216a,2023-09-14,67.22721094736363,def9726f-7368-4f85-8001-9ece18cc484e,Bank Transfer,e8ad14b0-1e35-41b4-ba1a-b6d42eef571e,Grayborough,Mobile,Withdrawal,Failed,Travel,GBP,Afternoon,Monday,Windows,43.62.53.243,60,Female,"Fernandez, Lopez and Martinez",7.239200071723406,63806.20365922704,Minute whole hospital.,23199,19260,0
e8ba7c75-42bd-48ba-a965-342f9393bf5c,2023-11-17,424.40369826152596,555c42cd-2f5b-45c4-8c46-0070e506366d,Credit Card,1cd6e0f5-ae63-4ce8-bfd9-a08d42c3148e,Wandaview,Tablet,Purchase,Pending,Electronics,AUD,Morning,Wednesday,MacOS,221.226.102.85,28,Male,Moore-Moore,2.047081910443159,72662.41229564288,Here in certainly.,91250,14079,0
34e68b16-928e-4e4a-9916-9ac58cd40c8b,2024-01-19,27.71448135597262,cfd377c0-ba47-4c34-acf2-e72b2104dd17,Bank Transfer,44e25373-6686-4b35-86db-9f486f302adb,Autumnborough,Tablet,Payment,Completed,Grocery,AUD,Night,Thursday,Android,206.173.121.68,78,Male,Hughes Inc,5.036828712182159,55972.20006192616,Bag account approach music receive charge.,63632,04566,0
3e215c32-2a8d-4941-95c7-74c871926d2f,2022-08-17,111.51550102972934,75e7b573-7491-4865-be5b-989f43d20bde,Bank Transfer,7923b0a1-1780-4858-9d12-03e7ac34b159,West Jeffrey,Desktop,Purchase,Pending,Clothing,GBP,Morning,Monday,iOS,2.2.208.73,45,Male,Warner and Sons,0.1827918698777862,80335.45191480767,Radio instead put mouth.,98975,23747,0
d7125646-cc70-4270-ac0a-0b8d75a1822a,2023-10-21,143.3887626239463,b6c93c48-b9b7-4cd5-82b8-0a5025d417b2,Bank Transfer,30140791-bcdf-437a-8899-6029b5a2fbe4,Whiteton,Mobile,Payment,Completed,Entertainment,JPY,Night,Monday,Windows,138.16.192.167,29,Female,"Bradford, Cruz and Charles",1.6310473349132246,32154.49216446491,Option account heart sign see court consider.,66350,05557,0
b604e12c-ddca-4627-90c2-26084982cf1b,2023-06-17,27.133317233580577,2425329f-1b5f-4b34-b7bd-63107cbd2690,Credit Card,e49fa594-8a7d-410e-bf4f-7d8b9578365e,West Christopher,Mobile,Withdrawal,Completed,Grocery,AUD,Morning,Tuesday,Android,31.185.40.239,22,Other,Mitchell Ltd,4.781697428230723,49104.504494239205,South move hotel whatever whatever send crime.,72479,16740,0
450e7e62-b284-440a-abac-a90b1de54bf6,2023-05-11,130.2748928492316,fff5f3ef-b571-40d4-a7a4-42b35a6e3704,Bank Transfer,8b259654-75f8-4491-9806-e25154e839c5,Lake Meganbury,Tablet,Withdrawal,Failed,Travel,GBP,Night,Wednesday,iOS,136.214.127.13,67,Female,"Potter, Mclean and Massey",2.104206818091225,41582.14524926978,Social parent break.,10526,72894,0
113efc2e-0289-4e0f-a45f-1a8f449d2677,2022-06-01,45.8522799264304,d6a9179a-eabf-41c7-b63c-2b6e4b6dfbfe,Debit Card,866cea7e-e249-4577-8963-3d18d72d97c8,Kaitlynmouth,Tablet,Withdrawal,Pending,Grocery,GBP,Morning,Monday,Linux,74.235.89.226,32,Other,Moss-Jones,8.881319316050973,61666.77259975009,Story throughout report drug nor.,77959,39843,0
01533173-829c-4790-8fb4-8d33fd05db89,2024-01-15,100.05037477317713,b2219c32-325b-4d63-89ba-43e9d99181a5,Cryptocurrency,ae53cc90-9182-4b00-a281-068cf8a19bec,Rioston,Desktop,Payment,Completed,Entertainment,JPY,Afternoon,Monday,Android,19.153.1.134,49,Male,Rodriguez Inc,10.922207805147929,14812.781869892759,Success town against PM hot power.,83633,54130,0
aa4fc84a-fb40-4b02-96fb-d4622adaf863,2023-05-06,100.38378271376382,6e1d42c2-bd0e-4706-bd3a-bbd83de7dd07,Cryptocurrency,cab9db02-2347-4270-a3f5-717d48dd14f8,Lake Amandamouth,Mobile,Payment,Completed,Entertainment,GBP,Night,Sunday,Linux,76.2.166.16,34,Male,"Buchanan, Chen and Price",3.140794759241267,28449.037384081417,President southern few live religious himself music.,53437,71072,0
45243663-4b60-4dd8-93c2-c5c03bf6bb9c,2022-09-17,593.3651493155095,7f27fc5e-16b5-4d28-a529-247895345ac6,Bank Transfer,c3507a98-fee9-4e26-8c1d-c4f98029747c,Las Vegas,Smart TV,Withdrawal,Pending,Travel,USD,Morning,Wednesday,Linux,194.200.86.235,58,Male,James PLC,0.6535824528691973,29721.48939472711,Accept return single specific.,27274,23936,1
8c78a925-2598-44ce-9426-4c78b97a830b,2022-08-31,9.462915881162095,fb09df37-168d-4c8d-b471-de82d82d5633,Cryptocurrency,ef7790c6-21a4-4492-986b-98c2a0c44561,Tiffanyville,Tablet,Purchase,Pending,Clothing,EUR,Night,Friday,Android,111.68.42.232,53,Female,Brown Group,3.8422815360418863,29831.727445700548,Father choice green serious most community travel.,74737,85904,0
cc252a2d-1544-43fe-8947-b4ace922fb92,2023-10-01,180.3644794246297,bc31ed75-f176-48b2-90d6-2a1f024e8451,Cryptocurrency,93ea6a81-d8b1-4098-acbe-805bf28a8ef8,South Loriberg,Mobile,Payment,Completed,Clothing,AUD,Morning,Thursday,Android,196.252.70.45,31,Other,Anderson Group,2.431433007745764,40669.528440622635,I Congress somebody including later environment.,84277,67327,0
1a8a4a4e-4686-4f44-9a6b-769d02b31be8,2022-09-08,38.68102936673966,cb8b23af-cc04-422b-a563-1ca9dd5ba74d,Bank Transfer,a9fef5cc-931b-49aa-8ea4-a82fec3a2afc,East Davidborough,Tablet,Transfer,Completed,Electronics,JPY,Afternoon,Saturday,Windows,18.84.48.206,58,Female,Hansen-Parker,0.22486058336472223,56776.24606459246,Each always shake worker yard sister without.,12360,72702,0
f58fd375-dc7d-487e-8a96-aa427762698c,2023-05-31,20.643210660755653,cd9a642a-aec3-4bf9-a025-640585469f82,Bank Transfer,8f9787d6-4b62-4149-819c-750909e58c02,East Jake,Desktop,Withdrawal,Pending,Entertainment,JPY,Night,Saturday,Linux,217.59.105.254,26,Female,"Merritt, Olson and Davis",0.980992785476777,40408.481659049954,Pattern gas one five.,42596,14618,0
bebf164e-8f22-4bbc-8286-33d08174d8c6,2023-05-29,4.1629759794345205,cacb8c37-b2e7-4117-9f71-a845ac4d7b36,Debit Card,769ceeef-1aca-4d53-8c13-c01d481959c2,Tracyshire,Tablet,Payment,Pending,Electronics,EUR,Morning,Sunday,Android,214.204.135.133,79,Male,Grant Inc,4.1510688797530175,42698.74533426499,Begin another yes final fund carry second.,90680,70742,0
240110e5-2a58-4512-a66b-ea46f3c1e924,2022-07-30,89.37784045945834,d6f80afe-4de7-4345-85d4-eb6f54d497a0,PayPal,bb5f2bd6-c592-4a39-b95d-8cac9a6f3ac7,Laurabury,Desktop,Withdrawal,Completed,Entertainment,USD,Afternoon,Wednesday,Linux,202.124.182.86,34,Male,Hawkins-Jackson,2.4603777836691263,54026.65569418179,Visit describe lot also near we gas.,92838,77452,0
04950184-9149-4b20-a1da-27b70bdcc138,2022-08-16,113.18517342673489,69e68ac1-1197-43dd-8b3a-c7c39c655802,Credit Card,67e454df-41c7-4632-8869-061430333ccd,West Katherinemouth,Tablet,Transfer,Failed,Electronics,EUR,Morning,Saturday,MacOS,185.2.33.176,61,Male,Phillips-Benson,1.1149998527349732,83338.25782489846,Another eye player east religious.,77860,00932,0
af10cde5-2f48-49db-b980-c6007d12ce6e,2023-06-13,1.672694755847062,e9e2f6c9-c711-42a5-b3ab-f56a4a0fccef,Bank Transfer,e33155b9-9fc3-4662-bbe2-e9bef45771b1,Reginaldville,Desktop,Purchase,Pending,Clothing,GBP,Evening,Tuesday,MacOS,3.104.180.205,24,Male,"Short, Whitney and Parker",1.8986764470072355,49296.22409478481,Effect assume would walk of since.,55876,22902,0
3313827e-4040-4153-966a-247003bc3df2,2023-12-28,71.76305845494883,bebf0a58-afea-4d2f-a44d-4c5679716e82,Bank Transfer,c44eac9b-d325-4689-a1ce-aa96a3385b4c,Millsview,Desktop,Transfer,Completed,Entertainment,JPY,Morning,Saturday,MacOS,120.179.17.159,76,Male,Page PLC,5.522224052555832,45105.75457884408,Establish feel difference seem.,62705,98540,0
c81ffefb-19ab-4bd3-b4fe-d006285232b3,2023-10-16,25.682414705495766,4b735ae1-f250-4e50-9ca1-a5ef67eaf64b,Cryptocurrency,812f6385-9264-456d-b456-442c8920766f,Cookhaven,Mobile,Purchase,Completed,Clothing,GBP,Evening,Tuesday,Linux,88.51.99.202,49,Male,"Carter, Macias and Garcia",1.8207211782441335,58246.40963339702,Quickly theory experience of.,38247,36455,0
908ca23a-8e99-42d4-a71f-a190b2a849f4,2023-01-31,103.61243415476919,2f3c8222-2bb1-43b6-bd75-cb8d63e53574,Debit Card,2c30b067-0aba-4da6-9ebd-8703af2cb0bc,Johnathanmouth,Tablet,Purchase,Failed,Grocery,JPY,Afternoon,Thursday,Linux,158.173.128.111,61,Female,Gallagher LLC,0.5166962533311955,62979.34611419898,Until work story night situation throughout teach.,58099,84660,0
a0fe40a0-2951-4a12-8024-adbeaf965850,2024-03-11,19.160422253913374,46e177dc-b19b-4e55-81e6-96d283bcdfc1,Cryptocurrency,4908af62-7181-4bc7-b341-be5c26ecbbb3,Zacharyfurt,Mobile,Payment,Pending,Clothing,JPY,Morning,Tuesday,Android,206.82.253.175,61,Female,"Boyle, Moreno and Alvarez",2.213470963009615,39273.6884689438,Keep sea present family prepare respond.,55665,78108,0
7f3ce0d8-7e14-419a-ae07-78179dfcc63d,2022-06-13,117.4212527567719,b18f6157-4f5d-4f2a-a7c1-bacd077f69d4,Bank Transfer,551badc8-457f-4e8b-9bb7-f839c922cc16,Petersonside,Mobile,Purchase,Completed,Entertainment,GBP,Night,Sunday,Android,89.207.221.54,23,Other,"Krueger, Barajas and Burton",0.6190175563079415,29975.779642173984,Will economy concern suggest reduce.,75303,87595,0
a9fe0719-722e-413a-8908-40cabbe73ff3,2022-09-05,48.89587009811018,19202fd5-b8d5-41a0-b533-f5eb9ad90548,Bank Transfer,206c4c9f-ac47-4232-babc-31813a884f61,Nancyville,Tablet,Purchase,Failed,Grocery,EUR,Night,Wednesday,Windows,111.134.234.60,33,Female,Conway PLC,1.9299929169440526,43943.28441196266,Structure home claim but others market traditional.,43150,96405,0
b85bdb3e-ab01-4ee2-9bbb-865c4931839d,2023-08-13,276.0343817804307,0b59d1e7-cbf3-480f-8289-d691a94ddd6e,Cryptocurrency,abda9e86-c25d-430e-82ed-829d295d9590,West Angelahaven,Mobile,Purchase,Pending,Electronics,AUD,Night,Sunday,Windows,117.104.109.251,19,Male,Mendez Group,2.06884631883508,78926.46585217743,Development one pick director.,33565,02549,1
9ffb6576-c005-4e78-ad73-9b521b8d1030,2022-07-30,14.794441343927895,e971104e-9f7d-4588-a5d9-9557158510b2,Bank Transfer,a4e97ec1-fffe-468a-85c8-a40b1cd07f2b,Lake Michael,Mobile,Withdrawal,Failed,Travel,AUD,Night,Sunday,Windows,12.59.153.158,27,Male,Ford Inc,0.8973774234125695,34697.624772727606,Throughout owner sister growth.,69459,70657,0
ed0a8109-139b-44a0-a9f3-f99990aac6e2,2023-02-06,41.713243399517175,42bd2dce-d26f-41a1-81a9-09e3b68ce756,PayPal,6715661e-0ed0-4984-8cd6-451b576d2532,West Kelly,Mobile,Payment,Completed,Entertainment,EUR,Morning,Friday,iOS,103.116.0.153,21,Other,Herring PLC,2.6993653527224786,60616.836404761074,Main church popular onto state hot.,11092,29702,0
300a7696-11bd-4ce7-99e8-b0dfcb672e12,2022-09-07,12.044428503699642,fbdf969a-38d8-4888-9971-e1f89087253e,Credit Card,b75409fd-0b72-4505-9dae-ad7252b6ecf6,South Joshuaville,Tablet,Payment,Failed,Travel,USD,Morning,Saturday,MacOS,156.29.165.85,22,Male,Hester Ltd,0.6931940179475892,68703.39603385687,You ask specific argue three contain tend.,73475,06815,0
67fe27c5-c411-49db-84da-463d61c5ed45,2023-05-23,258.61903971507235,a9839a13-59c8-4397-b442-bfb03314fae0,Credit Card,5044fd5c-5907-4579-bea9-1126b11136f0,Ericaborough,Mobile,Purchase,Completed,Travel,EUR,Evening,Tuesday,Linux,58.216.50.46,54,Other,Williams LLC,0.029666477260728085,63404.12897385434,Little hospital hundred commercial political item road.,84199,31540,0
5f6b55d0-de20-4a98-bf5b-1a476286a559,2023-04-12,209.8333707160994,591550f8-90f9-4d3d-8ceb-36a1de077e37,Credit Card,db8eb7be-64a3-4d4d-9a67-e5f4fe40ed46,Morenomouth,Mobile,Withdrawal,Completed,Grocery,EUR,Morning,Wednesday,MacOS,174.29.97.95,56,Other,"Russell, Pacheco and Costa",0.8635670105071256,48872.26629853048,Major well certain.,34384,90504,0
4c5ef26d-80d1-4b78-bcc0-c94d98dacab9,2023-04-30,29.83273700614889,d61d7b60-0998-4e71-adc4-caa431ea6e27,PayPal,ad3d925f-157a-4dd8-a7fb-8ed6108885ff,Simmonsville,Mobile,Purchase,Failed,Electronics,EUR,Afternoon,Tuesday,Linux,194.37.141.16,43,Male,Donaldson-Fernandez,3.9653578314913993,25282.67465602902,Learn sport wide dream involve yourself speak.,66756,55138,0
14a76846-9ab0-441a-90fe-5858948f1257,2024-02-23,107.87627390439145,3b2a61e6-5000-47c1-9549-03a8e4fe32d8,Bank Transfer,2308b16c-c60e-4321-8566-c34060cbc574,Glennfurt,Tablet,Payment,Failed,Clothing,AUD,Night,Monday,iOS,1.251.247.67,47,Female,Parsons-Cabrera,1.7201127876108018,48681.18550203605,Just hold hot with husband hard nation.,38162,43484,0
053bb150-7fd2-45ad-bd34-46107f25a0d0,2023-08-03,169.94840726392212,ba0ea142-33bd-454a-9999-38d42186668d,Cryptocurrency,035f24d6-9cf8-4731-9d3a-f0daabfdf156,Catherinemouth,Desktop,Payment,Completed,Grocery,JPY,Morning,Monday,Linux,11.162.169.22,19,Female,"Harris, Mason and Henry",3.7858809236694992,24442.6497192422,Whatever debate keep work human none.,88275,85242,0
b7e00780-2ed5-44d6-8cf8-a3fd3f891bad,2023-08-09,81.01323606865081,0e920a13-2e15-4b2d-bf80-f00cadcaa0fd,Debit Card,6ce4df35-4d75-43bb-a8d1-f4fb7aca5462,West Kristi,Desktop,Payment,Failed,Electronics,USD,Afternoon,Friday,Windows,210.39.29.132,68,Female,Moore Ltd,0.27530791971285024,41642.3425804677,Half operation will oil give position everything.,01207,32252,0
387dfea7-3ef6-4b35-86ea-6d45a4c056f8,2023-01-02,75.42794101939461,eefa8850-c226-4229-af6e-79fe946c46b0,Bank Transfer,e92f533c-1dba-4413-b4fd-c1cb36f5dd9e,Port Katieberg,Desktop,Payment,Pending,Clothing,USD,Evening,Sunday,MacOS,124.245.162.134,35,Other,Hernandez LLC,0.4288377939809872,48144.84962005062,For stock another several weight.,29987,65183,0
87421339-aefc-4dd9-8133-3ac02a8ac8a3,2024-04-13,27.687704543790314,d417d41a-bc38-492d-87eb-9981de9a9323,PayPal,de524443-6dec-4a56-903e-370cb2194e77,South Jason,Desktop,Withdrawal,Pending,Clothing,USD,Afternoon,Saturday,MacOS,120.121.237.67,24,Female,Stephens and Sons,0.3597364734482304,48713.27448157726,Choice detail north money.,64908,20516,0
6ac67093-eab7-402d-96e1-340c73e25e60,2024-04-07,9.772614047494073,9f3ef720-e660-443b-908c-a81662f496be,PayPal,43fa55f1-5b00-4d62-9ae4-376b4767c4b2,Port Kennethmouth,Mobile,Transfer,Failed,Electronics,GBP,Evening,Monday,MacOS,198.151.188.35,63,Other,"Richmond, Adams and Guerrero",3.075415944885781,44208.9609288576,Collection recently rather few mind he performance.,85058,24838,0
4fc14475-2367-4fb7-a0ca-bd9cfb897ef9,2022-05-23,227.51232251945228,a673ff0d-aecc-4e04-b1d4-905ca00146c2,Credit Card,70fc69bb-9d68-46ea-8f7c-4cba63e546e1,Ballardberg,Tablet,Transfer,Failed,Clothing,EUR,Night,Monday,iOS,90.17.51.93,64,Other,"Kidd, Nguyen and Bernard",1.894498290924536,28176.29626300323,Note effort structure power want couple.,22036,45361,1
d87cfc9f-846a-4dd0-8a89-867e68e62647,2023-06-01,230.67744276484268,e3d3def2-9fba-4aab-8b66-69a3393bddae,Bank Transfer,78ea7f3f-acf9-4e16-a910-a337c77a1de6,Garciatown,Mobile,Withdrawal,Pending,Entertainment,JPY,Evening,Tuesday,MacOS,134.130.179.112,40,Male,Ford and Sons,0.820162079318964,46187.151266033834,Almost population data source education whole likely college.,19199,37057,0
c2ecfed1-2883-4f62-bd7d-5167ebce6840,2022-12-02,100.26699194828848,bd6ea477-364f-48a4-babc-d7323543f39d,Credit Card,38a16e9c-f97d-464e-b45b-2ac0982a5312,East Paulville,Tablet,Purchase,Completed,Entertainment,JPY,Evening,Tuesday,Android,212.163.78.24,74,Male,Booker-Miranda,3.034164931618292,47377.52914032996,Treat professor size born apply not.,43799,11214,0
7231ad89-023e-440c-84fa-4091c3fb8e9a,2023-07-18,41.40465098113239,7eb342a4-55ea-4f51-ab0f-72e2d395e485,Debit Card,da5e02ee-d73e-40cc-9177-28a3d1ff1108,Coleberg,Mobile,Payment,Completed,Grocery,GBP,Afternoon,Thursday,Windows,153.148.147.120,37,Female,Morales and Sons,1.14323886332644,56739.622650923215,Sort letter require science behavior.,40324,59237,0
caaf445f-36d6-4eff-b9ea-450de8c95d80,2023-08-02,42.95676158116439,6fbb2670-513e-47e7-bcec-387e1e5df838,Credit Card,26cb2272-fbb6-427b-a58e-bd2b00c0add2,Port Steven,Desktop,Payment,Pending,Clothing,AUD,Night,Friday,Windows,11.126.117.209,32,Male,Lambert-Hall,1.9121557912936566,46164.182859624016,Save major begin popular four behind seat.,60161,63833,0
a1d74e87-8fd1-4d6f-9a61-1acde034dc56,2023-06-29,129.4465429727118,556d2a55-7eb2-4b43-82fa-1ee50b2c6ab3,Debit Card,62b2f6a6-7333-45e0-973b-847c8c487c24,Port Christinaland,Desktop,Payment,Completed,Clothing,GBP,Afternoon,Monday,Linux,157.177.158.91,69,Female,Fisher and Sons,3.8580394077623437,37911.55830845355,Future particularly hand edge answer conference explain.,28446,32914,0
a134b5b3-6c05-4c44-b014-eeb9b429c3e1,2023-04-25,227.40973491072523,38f3bff8-5abf-4150-bf90-892f6e77fec9,PayPal,d967fea1-959f-4c26-8fe8-20a572921aa4,Rowlandhaven,Tablet,Withdrawal,Failed,Electronics,GBP,Night,Thursday,iOS,64.151.103.199,71,Other,Bowman LLC,1.1076338357225815,61454.05719856722,Across future fund those.,83315,92104,1
b7370c54-4020-46ba-92a1-bc33d0e8485d,2024-01-19,218.1132569396613,0758d1a5-cd56-4554-bc59-41952814746e,Credit Card,5e6103ef-38f6-4975-9bf1-a20371887556,Sarahbury,Mobile,Withdrawal,Failed,Entertainment,EUR,Afternoon,Tuesday,Linux,43.130.1.216,45,Male,Schultz-Wilson,2.79095860983145,65631.39114036673,Speech source yet experience.,30106,56000,0
bc7e1f3e-3467-447d-8128-8ce86081538e,2023-03-04,151.3562191930903,1b217e52-591f-441d-a8b2-ff34fa39de3b,Credit Card,1fe7bf8f-8473-4eac-b7da-291f7c028a72,West Sarah,Desktop,Payment,Pending,Travel,AUD,Morning,Sunday,Linux,176.178.157.23,63,Female,Martinez-Ford,1.66776994817663,54704.00117436803,Hit artist manage single.,80034,62628,0
644201e5-5583-4928-af70-cb5d3292c1fe,2023-11-30,102.7310693567705,63cac268-d39b-4ce7-843c-352dc4dd006f,Cryptocurrency,3f1ce613-5c1c-42fe-98fb-4d9bb310b9e1,Lake Sean,Tablet,Payment,Pending,Grocery,GBP,Afternoon,Saturday,Windows,144.108.94.152,20,Male,Jackson-Joyce,4.765032225627605,44780.36674433822,Hold fast artist similar.,06567,46919,0
c00d8f3e-d9e9-4f0a-8f57-9fd867084d68,2022-11-06,8.789172619608406,84e8e507-4e03-4d21-b57b-4eafef2f21d1,PayPal,810b4f8d-acf2-4828-a7c2-209b1c4d76f4,Gabrielburgh,Mobile,Purchase,Pending,Entertainment,JPY,Evening,Thursday,Android,65.96.25.28,20,Male,"Yang, Jackson and White",1.2156380010797199,59996.586487642984,However move accept look defense.,89962,16214,0
a4d0c267-866f-47f5-95d4-9b51ea521736,2022-06-27,17.62942146834115,1d533abb-3e4d-4ded-a5aa-8d14882978e1,Cryptocurrency,d9bfc4bd-ba4d-4d95-ae94-146c8d3f2ef6,Lake Jeffery,Tablet,Transfer,Pending,Electronics,EUR,Afternoon,Sunday,iOS,200.249.101.91,74,Other,Carlson Ltd,0.7094971375526586,57956.54425753115,North its chair mother.,58886,38760,0
40fb1809-b060-4480-9d22-402ec39fcd60,2023-01-07,228.82305001775057,2c010722-8d50-4dae-9fce-23d90de91561,Debit Card,4edcc67d-55a5-448d-bf65-de6348eaaa08,North Cheryl,Mobile,Withdrawal,Completed,Grocery,AUD,Evening,Monday,iOS,45.3.125.140,72,Male,"Nunez, Johnson and Stewart",0.6277596719132282,42373.78614927812,Special budget reality eat.,45273,37937,0
4a9b3aa8-7360-49de-bcd9-caf09cdf307f,2023-05-13,190.44492643406474,916b6e63-2f67-493b-8931-080aad9c34e2,Debit Card,e3ac3c65-164d-483c-9538-89f82bf9641c,Las Vegas,Smart TV,Transfer,Completed,Travel,JPY,Afternoon,Thursday,iOS,42.54.179.72,29,Female,"Valencia, Hernandez and Moore",0.42347123433601297,53820.556435972474,Local really too summer degree now follow watch.,14019,16066,1
3122169f-b76d-4f85-a13e-ff89f5abfe1b,2023-12-18,0.9239605610994409,197fff60-ffd2-49e0-a008-35dc034e7464,PayPal,be361d2b-713d-497b-bc3b-96a079dabdd6,Robertsonmouth,Mobile,Payment,Completed,Grocery,USD,Afternoon,Sunday,Android,32.186.72.218,74,Male,Hoffman Inc,0.8818191321449451,37414.9222840251,Same other your wife summer.,76451,48141,0
